"","A11_S1","A12_S2","A13_S3","A15_S4","A16_S5","A17_PulledDown_S6","B11_PulledDown_S7","B12_PulledDown_S8","B13_PulledDown_S9","B15_PulledDown_S10","B16_PulledDown_S11","B17_S12","HN878_broth_R1_S1","HN878_broth_R2_S2","HN878_broth_R3_S3","HN878_mimic_D14_R1_S7","HN878_mimic_D14_R2_S8","HN878_mimic_D14_R3_S9","HN878_mimic_D28_R1_S10","HN878_mimic_D28_R2_S11","HN878_mimic_D42_R1_S12","HN878_mimic_D42_R2_S13","HN878_mimic_D42_R3_S14","HN878_mimic_D7_R1_S4","HN878_mimic_D7_R2_S5","HN878_mimic_D7_R3_S6","HN878_R1_1Probe","HN878_R2_1Probe","iMTB_0_S31","iMTB_0_S48","iMTB_14_S18","iMTB_28_S19","iMTB_28_S38","iMTB_42_S20","iMTB_42_S39","KA_2_S12","KA_2_S32","KA_3_S13","KA_3_S33","LLL_Cav_L2_20mm_18_S24","LLL_Cav_L2_20mm_18_S41","LLL_Cav_L2_20mm_21_S25","LLL_Cav_L2_20mm_21_S42","LUL_Cav_L1_15mm_12_S22","LUL_Cav_L1_15mm_12_S39","LUL_Cav_L1_15_S14","LUL_Cav_L1_15_S34","mimic_only_D42_R1_S15","R002_12_S25","R002_12_S4","R002_14_S5","R002_3_S1","R002_3_S22","R002_7_S23","R002_7_S2","R002_9_S24","R002_9_S3","R006_11_S28","R006_11_S8","R006_13_S29","R006_13_S9","R006_17_S10","R006_17_S30","R006_19_S11","R006_19_S31","R006_7_S26","R006_7_S6","R006_9_S27","R006_9_S7","R011_L1_30_S27","R011_L41_22_S23","R011_L4_27_S25","R011_L4_28_S26","R011_L5_18_S21","R011_L5_19_S22","R011_L6_12_S18","R011_R1_8_S16","R011_R1_9_S17","R011_R2_13_S19","R011_R2_14_S20","R011_R3_25_S24","R011_R4_31_S28","RLL_Cav_Cluster_R4_13mm_23_S26","RLL_Cav_Cluster_R4_13mm_23_S43","RLL_Cav_R3_18mm_X_15mm_16_S23","RLL_Cav_R3_18mm_X_15mm_16_S40","RLL_Cav_R3_28_S15","RLL_Cav_R3_28_S35","RUL_Cav_R1_30mm_X_22mm_26_S27","RUL_Cav_R1_30mm_X_22mm_26_S44","RUL_Cav_R1_30mm_X_22mm_7_S37","RUL_Cav_R2_18mm_X_12mm_27_S28","RUL_Cav_R2_18mm_X_12mm_27_S45","RUL_Cav_R2_18mm_X_12mm_8_S21","RUL_Cav_R2_18mm_X_12mm_8_S38","Stearic_acid_0_S29","Stearic_acid_0_S46","Stearic_acid_14_S30","Stearic_acid_14_S47","Stearic_acid_28_S16","Stearic_acid_28_S36","Stearic_acid_42_S17","Stearic_acid_42_S37"
"Rv1756c",10.45,12.71,32.27,42.17,1.84,3348.514972,4334.811096,4853.588718,5766.773078,5230.187072,2510.778226,13.83,398.814504,515.319882,568.117594,559.965648,399.95549,273.364696,434.864342,212.994056,341.158906,423.96871,264.0022,64.453774,688.339872,968.730532,287.55,324.49,1196.244368,24.1,66.61776,1109.572398,17.01,725.42294,10.51,671.872982,0.4,542.755378,0.4,1386.49577,0.8,1583.213214,3.56,2154.478238,1.4,2483.567108,3.39,131.99087,21.85,478.608504,1880.732304,1168.304874,8.94,30.67,1706.662034,19.34,1505.563422,21.51,643.179878,5.26,1977.009562,576.658962,13.47,580.309708,98.03,5.12,1141.556834,0.4,677.654296,365.216456,1621.05944,60.946248,457.910486,1112.037146,1571.661498,0.00682,228.5041,74.51191,1464.811194,180.51517,2334.33937,166.691712,415.759476,0,1332.214708,2.73,816.29603,0.9,2491.528094,6.49,7.17,2134.693418,23.15,1395.130572,0,671.076406,43.04,1494.71553,0,1454.12289,143.97,1032.999484,16.81
"Rv1757c",3.83,4.63,11.48,16.64,0.61,1115.457201,1360.104974,1507.13791,1606.442526,1723.45478,916.761713,5.81,144.169117,182.545849,201.531753,143.612646,105.125698,69.683467,107.585791,53.785408,85.851675,101.936622,60.706853,13.797965,115.673489,159.688608,96.13,101.4,201.923499,3.15,64.01513,175.898147,3.21,147.357594,2.51,98.519926,0,52.263948,0,401.022114,0.63,435.643116,0.7,668.972185,0.38,720.764121,0.38,32.691024,6.84,121.409513,579.504347,308.614983,2.37,13.15,552.857832,8.99,506.553934,5.26,119.595142,2.49,566.976262,113.40268,2.73,118.767324,19.26,2.04,336.725454,0.11,139.771259,92.395151,445.981257,14.843819,114.646204,319.71625,409.811241,0,63.864781,18.362944,395.867719,48.080532,681.05102,38.615134,104.050493,0,399.724081,1.16,194.934966,0.17,757.366615,2.31,2.85,558.037984,7.11,460.962247,0,180.959697,12.72,289.172042,0,156.621728,16.88,183.181388,3
"Rv1758",0.31,0.13,0.88,0.89,0.05,121.62045,154.9478,151.73585,178.8794,185.16365,74.70785,0.19,19.9626,24.7842,34.78755,26.7785,21.18025,13.6759,25.47265,11.22835,16.4934,17.1353,11.6669,2.1609,14.75635,17.95115,4.89,6.68,45.88115,0.2,0,36.7696,0.19,34.18485,1.04,0.76685,0,9.92985,0,54.26015,0.08,74.2546,0.04,97.3483,0,138.3466,0.3,15.6849,0.5,11.3288,160.32065,39.5479,0.14,1.01,86.3478,0.19,67.8111,0.53,27.1607,0.22,155.6093,16.75065,0.12,15.2341,1.1,0.04,26.8765,0.04,16.68695,1.95265,33.05785,0.1911,1.59495,58.2365,27.8173,0,9.1385,0.3479,4.2238,0.75705,109.4366,5.8604,16.8854,0,27.44245,0.04,23.51265,0,77.3416,0,0.08,73.05655,0.29,40.7386,0,31.53885,0.73,90.47605,0,21.98385,0.56,47.4075,0.19
"Rv1759c",0,0.66,0.66,0,0.33,268.404573,170.227004,305.097394,233.182541,400.121899,179.551614,0,99.802166,132.303719,35.212419,116.99021,69.136696,45.863623,99.138869,96.206904,135.178006,85.440344,108.357736,41.585838,13.304392,17.313013,18.44,18.16,73.356803,0,0,63.301605,1.66,144.271904,0,37.279214,0,58.668139,0,166.20877,0,149.357181,0,79.826352,0,61.100228,0,80.989525,6.82,255.830769,170.015518,101.734379,0,2.33,139.821085,2.66,129.765887,3.41,148.482398,0,57.158898,113.558369,0.66,190.308561,15.48,0,187.376596,0,51.371872,74.69301,200.354146,0,1.759179,25.224512,14.092658,0,0.720975,0,35.222032,0,183.627526,6.459936,3.681779,0,297.983774,0.5,67.415969,0,111.31854,0,0,163.738229,1.16,381.895651,0,28.762096,0.99,88.007015,0,47.574737,2.99,79.057312,0.5
"Rv1760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,87,11.88,79,57.3,306.32,235.55,34.32,589.11,13.97,1,6,0,0,0,0,0,49.27,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Rv1761c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,11.85,4,0,5.07,31.97,36.77,3.89,103.65,1.7,0,0,0,0,0,0,0,16.73,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rv1762c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9522,8.58968,1.9522,0,10.707817,16.88653,15.6176,0.9761,42.157759,6.227518,0,0,0,0,0,0,0,19.863635,0,10.7371,0,0,0,0,0,0,0,0,0,0,0,69.3031,0,84.9207,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.9761,0,0,0,0,18.506856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9761,0,0,0,0,0,0,0,0,0,0,0
"Rv1763",6.39,6.71,18.94,24.97,1.38,1790.195808,2220.200768,2459.27488,2622.575168,2810.400352,1463.12464,8.71,236.490112,297.07488,327.54176,230.506176,167.040704,112.475136,173.78464,86.629056,136.167072,162.525696,98.809728,21.736,196.538432,266.836608,153.27,162.01,334.973344,6.32,121.25952,284.092864,5.05,239.391488,4.65,169.4648,0.1,92.949216,0,680.794624,0.64,737.83536,1.76,1140.158688,0.95,1215.033888,2.24,53.021248,9.89,194.007328,967.799808,505.268672,3.27,22.15,926.12992,12.59,860.149152,7.58,191.422112,3.49,937.731168,183.115616,3.46,194.650592,35.09,3.41,564.455648,0.2,251.9096,153.357056,745.589184,25.041088,183.170336,523.773152,666.625792,0,101.571872,29.546976,647.07008,75.26736,1135.110464,63.486144,176.31392,0,671.973152,1.71,343.686592,0.39,1280.652896,4.55,4.11,937.483104,14.26,791.918176,0,297.94432,23.09,496.14016,0,262.23344,23.42,312.33264,5.3
"Rv1764",19.27,17.47,58.01,69.18,3.43,5469.654537,7126.611832,7919.783366,9374.710382,8547.705277,4081.95535,24.18,669.524011,865.887864,942.909332,928.523934,665.984921,453.985019,729.017602,361.604418,572.980612,707.916344,445.613486,101.778276,1152.371053,1610.736909,498.79,559.35,2025.8864,41.95,118.67274,1858.442153,29.48,1220.529268,14.81,1129.040233,0.65,936.74601,1.26,2363.86626,2.3,2674.250923,4.44,3638.298392,1.87,4220.29042,7.56,212.057485,33.96,802.565327,3187.485614,1967.098039,13.55,52.38,2856.159502,35.01,2554.445933,34.33,1086.063258,10.39,3314.256206,979.120628,26.27,978.338405,174.98,8.39,1908.043114,0.4,1114.633484,606.523033,2674.891453,99.945972,755.051588,1854.65138,2604.966281,0,380.164907,123.191388,2418.348189,296.825484,3893.836218,279.707158,705.858884,0,2246.652505,5.51,1392.372468,2.19,4236.328256,11.38,13.78,3635.455474,42.42,2341.000633,0,1134.448506,75.84,2478.476487,0,2431.939718,258.08,1740.737972,26.58
"Rv1765A",5.81,5.95,9.66,16.03,1,690.817316,1362.260928,1061.288396,1718.187156,1736.2492,573.720084,2.58,752.834544,950.312244,1219.668912,1097.635952,776.084932,289.760268,686.590856,301.526344,481.544392,417.525668,306.306616,6.082216,359.375408,441.621348,888.93,1016.08,701.096844,19.88,0,379.8956,8.8,543.726792,7.89,741.76802,0,1084.412476,1.8,327.691532,0,521.94352,0,291.18852,0,896.553616,3.61,45.6652,18.99,161.441056,622.270936,800.996756,8.24,18.69,786.996,16.15,745.401804,17.82,433.38218,1.34,836.25612,403.767812,14.77,287.039788,50.82,1.7,374.561516,0,59.112144,0.718984,206.426136,0,0,125.754188,199.576356,0,38.864,0,0,0,539.451752,35.249648,188.53898,0,295.152648,0,61.997796,0,640.96452,2,4,716.778468,9.92,584.46598,0,1394.68322,94.84,1483.370868,0,894.40638,87.62,510.420344,10.32
"Rv1765c",5.82,4.58,20.63,27.36,2.01,2074.408996,3076.661555,2551.822845,3516.911827,3761.006821,1807.808123,9.54,852.940132,1096.882908,1332.959595,680.436845,498.804955,297.205645,689.328167,335.824247,508.560338,532.686891,684.376605,57.019072,571.811394,670.305394,271.64,309.22,1225.511595,20.54,0,886.029639,14.82,721.840141,9.47,560.87856,0,1086.706687,1.03,1673.90553,4,1675.24863,7.45,1235.804218,0.5,1778.93595,5.1,271.400217,42.05,694.51701,933.069478,1243.35244,11.65,40.26,1897.17352,28.44,1674.550218,26.64,821.511592,5.77,1155.066,725.282954,19.1,619.876466,101.32,5.92,1128.374126,1,441.087471,96.631568,2199.362066,15.656069,142.77153,416.513218,332.045659,0,133.651881,13.753344,258.672106,41.174969,2275.6591,282.937446,621.09421,0.5,1381.696217,4.38,981.147981,1.53,1409.547634,2.65,3.89,3090.226865,49.73,1629.220593,0,1183.665076,62.02,1323.49074,0,1233.001616,82.9,782.660186,11.65
"Rv1766",8,7.12,6.26,17.86,1.45,1330.133805,978.373935,1435.604445,1463.45724,1827.11556,535.6908,9.16,548.865945,587.8008,703.91925,694.895535,435.08376,188.629515,557.220915,193.979475,460.331055,592.395165,337.6728,14.01759,269.47818,362.12976,269.91,278.68,780.251715,14.2,0,407.404665,10.3,550.637685,2.04,610.494705,1.43,670.482,0.31,506.639475,0,663.39504,0.12,668.319435,1,936.286425,2,51.041745,25.23,401.71599,633.110445,756.4635,8.7,39.74,1168.297515,12.77,1135.68534,10.96,322.45668,1,661.65804,232.16742,8.77,270.511695,73.95,2.46,682.944975,0,552.95658,36.485685,455.154795,19.9755,0,231.64632,144.171,0,54.619965,0,33.003,0,968.96808,72.12024,217.359495,0,603.685665,1.51,113.7735,0,755.75133,2.89,6.31,963.661545,17.77,1019.158695,0,746.91,49.81,611.363205,0,579.367665,66.12,659.0178,13.43
"Rv1767",1,3,9.46,6.69,1.5,588.922502,540.277758,1142.330281,875.402398,1209.087626,337.855832,2,449.188814,579.040385,330.538821,612.986518,286.756706,151.101352,649.626935,255.477176,869.017314,1187.05355,676.486732,26.896705,135.249366,174.888558,159.07,180.16,523.742974,7.16,0,273.054611,5.68,287.135013,7.16,225.1388,1,214.287848,0,588.359655,3,419.034978,1.14,536.716136,0,615.606986,0,107.605274,21.42,434.942326,555.963658,203.63989,1.65,9.47,647.772308,8.05,692.735479,9,223.782431,5.39,622.757911,175.802031,2.81,297.561523,39.12,4.09,369.107681,1,271.522929,29.664805,491.439247,0,0,240.160356,47.0577,0,29.452584,0,7.3816,0,644.053827,78.051193,80.210311,0,521.814531,3,319.401832,0,373.758089,1,2,1093.039647,12.11,607.671766,0,281.183598,27.28,667.960984,0,346.870611,29.45,441.096735,8.05
"Rv1768",13.27,16.34,35.07,56.18,3.47,5485.507908,7242.817908,6683.863842,6325.659321,9304.355265,4601.886195,33,6232.050192,7936.733382,2469.612486,1851.381579,1028.535045,774.936714,1854.230271,688.763781,1724.9385,1864.561404,1265.753397,99.602481,773.188653,751.074294,2539.44,2724,1909.335813,34.65,0,920.885934,20.39,1582.457655,17.35,1381.735857,3,588.948573,0.82,3525.931527,0,3121.796472,2.32,2731.359186,0,3113.102412,9,431.382609,119.18,2826.855111,3589.703382,2459.521827,18.64,96.62,5227.25733,51.86,4897.881942,76.01,2606.664168,0,2806.988259,1351.667358,36.38,1862.350893,268.38,8.77,2544.658872,0,1303.692795,456.678624,3572.694471,15.7233,82.427088,1627.666767,216.389604,0,148.834908,15.954525,248.076678,95.2647,4132.388457,304.75455,584.083599,1,3556.480974,4,1149.854178,3.27,2809.337505,5.51,2,3383.265702,32,2384.85465,0,2533.985526,125.51,2594.196516,0,1319.129376,117.04,1751.270403,24.68
"Rv1769",16.49,10.41,44.82,70.76,2.64,4371.198372,6383.701824,5731.495056,7034.006904,8238.58182,3079.23006,16,7043.057976,8562.04932,3579.602688,2194.620168,1387.762836,1076.632236,1635.33132,657.671112,1330.868664,1638.556968,1326.824568,97.623996,1367.927508,1272.975504,4727.42,5125.99,2981.365344,47,0,1084.275096,13.58,1897.607796,27,2714.154108,3,2139.025884,1.97,2299.995348,1,2825.715792,1.35,2055.110892,2,5468.568636,6,247.9416,89.89,2304.063516,2745.219024,2329.62798,14.11,71.66,3803.31582,46.66,3258.012804,99.03,3053.400804,2.85,2841.242232,1956.776772,46,1611.475968,203.04,9.15,1927.938516,0,1322.948976,117.940764,2118.925764,0,237.446208,889.171536,15.478296,0,112.681032,4.8144,168.672504,107.1204,2368.44408,328.354116,1036.203312,0,2131.009908,9,1477.563432,2,2680.284804,3.59,5.05,4228.343088,36.16,851.559036,0,4597.860324,241.49,2826.702744,1,1487.132052,102.5,2182.536024,34.7
"Rv1770",19,6,28.2,34,4,3931.948743,6478.286832,5033.804538,6937.840143,7260.366489,3172.891335,13,7800.191496,9222.027546,2721.996882,2785.949961,2024.73321,1439.970234,1910.943354,927.131643,1876.555011,2415.595779,2098.720251,217.040829,988.151883,842.004111,4604.07,4944.65,3286.025868,59.61,0,1418.29086,26.28,1868.057298,19.77,1783.413201,1,2976.068832,4,2254.375578,5,2499.455637,2.55,2384.988972,3,3109.733238,8.43,278.544504,135.41,3105.629412,3072.755832,2212.52085,22.8,78.31,3924.450129,41.55,3311.970213,87.28,3212.404089,9.05,2288.301972,2023.615938,44.32,1628.85366,252.3,3.74,1465.173312,1,1651.231329,164.958765,2134.537413,47.2692,62.3094,875.608215,208.62906,0,147.759222,12.8916,98.749656,36.5262,2971.255968,331.657896,762.366252,4,2035.422495,4,1783.305771,2,2543.351535,9.69,12,2903.51061,32,2440.315422,0,3369.198174,168.23,2482.739529,0,1174.510704,101,2363.470743,45.99
"Rv1771",15.96,16,55.91,55,4,4607.62065,6010.9299,5625.319575,7479.781125,8074.80885,3295.4676,12,6755.75445,8584.0284,2469.192525,1953.050775,1387.5675,721.608075,1218.234225,598.5618,1198.989675,1401.30765,1114.7661,152.090325,876.857175,930.09765,3402.96,3853.22,3010.9902,51.12,2642.7375,905.651025,21.57,1614.863775,23.31,2322.25215,2,2085.615075,1,2075.648775,5,2801.84385,4,2516.3031,2,5061.952575,9.62,494.2701,142.41,2721.5922,1997.65935,2942.769,24.43,63.38,3555.456675,44.72,3564.74535,62.5,2135.884425,4,2293.7502,1417.15365,33.45,1279.1475,186.96,5.31,928.0335,2,487.28535,114.86265,1708.9494,20.85,99.068775,961.070325,225.03405,0,123.546675,9.3825,189.735,39.615,3016.192275,345.0675,711.537525,0,1746.740025,3,875.7,2,3285.511725,10.01,12,3934.04055,43.41,2649.59715,0,3213.099675,172.95,1933.034775,0,1343.271675,101.35,1987.119675,27.07
"Rv1772",7.76,2.77,10.53,19.19,1,873.71658,1643.844335,890.461075,1525.744835,1494.2791,513.622965,3.32,2382.268325,2697.77709,959.27921,1625.928,1658.95924,759.48049,2544.604785,853.28262,1846.10575,2149.92358,1224.911535,126.256605,398.70025,493.042525,1955.69,2111.61,2430.12151,41.53,0,473.981815,9.15,1474.21134,28.78,1046.14185,0,142.94617,0,470.42052,1,736.730315,0.31,619.00617,0,655.214195,1,24.965685,24.96,465.852175,877.01238,742.919095,10.11,19.36,859.205905,5.09,771.940445,18.11,748.064205,0,241.93003,587.5679,17.77,385.178315,62.92,0.46,159.33362,0,133.525675,29.543185,418.62153,0,0,280.98526,46.61726,0,61.26526,0,42.113,25.634,535.485105,114.263555,313.384805,0,304.71502,3,314.62073,0,730.742945,0,3.91,997.483025,7.42,301.03471,0,1414.28271,95.08,1486.176925,0,1196.85146,93.43,1726.28511,26.59
"Rv1773c",5.65,11.45,20.62,34.88,3,2792.858872,3924.101086,3901.531305,4168.002652,4808.349561,2580.300229,8.05,1966.04674,2367.258755,754.110111,1403.856815,915.036656,483.714478,1441.229989,543.770436,921.118272,984.338314,692.235832,62.45984,334.951165,296.211682,1339.64,1444.81,934.103344,19.99,0,618.485965,13.15,771.420116,11.22,972.411361,0,1565.338102,0,1209.049916,1,868.294506,2,1421.618832,0,2418.305292,4.54,213.6784,14.96,547.437897,922.361305,837.711785,9.19,38.69,1954.64371,19.45,2004.190389,28.61,598.546072,5.84,1581.928997,400.790822,13.51,398.160934,69.81,2,896.442526,0,273.415895,78.198076,1031.71739,0,199.2962,533.456344,69.8564,0,26.7098,12.3276,79.1021,59.5834,1627.387022,94.871155,250.466013,0,1196.475764,4.81,1041.6822,0,1674.591457,5,3.59,2247.999498,38.41,1744.427311,0,670.641986,43.09,947.756161,0,730.533576,64.93,857.035298,15.26
"Rv1774",17.03,17.53,45.74,64.39,5,4635.35102,4766.79518,5474.4477,7044.83486,7326.70888,2509.86882,22.59,1644.70116,2070.0521,945.28426,687.11946,398.11944,156.772,520.3507,263.73326,384.56986,454.537,251.12024,37.14682,418.23512,458.44612,640.49,702.73,786.63914,7.32,0,876.7016,12.2,802.70318,12,163.898,0,154.736,0,1867.04254,2.47,2126.2966,4,2709.95672,3.73,4832.33402,10.18,156.772,36.04,859.02912,2764.28738,1687.72184,9.01,93.22,4834.55326,64.88,4571.1254,16.84,419.65014,10.34,2607.71898,419.13096,11.46,509.6617,87.43,9.41,1716.97916,1.38,842.91418,195.69014,1765.12038,8.144,104.854,1055.77798,435.8567,0,167.21668,38.684,103.48988,97.728,2950.39814,229.27396,507.95146,1,1995.62612,4,505.946,2,3563.89584,8,15.92,3460.21254,40.5,3502.15414,0,837.34572,46.18,598.2277,0,431.86614,41.36,588.2513,12.03
"Rv1775",6.93,10.8,35.89,30.23,2,2983.236744,3212.957718,3892.193562,4605.844608,4366.196556,1758.740661,7.43,2372.172162,2965.110339,2077.036338,1248.534792,704.193357,344.861097,885.14781,440.506596,690.441258,776.878743,543.09306,11.9844,936.830535,815.548407,1485.28,1498.51,836.790756,11.57,0,698.161209,9.43,490.451583,2.34,674.1225,1,69.589416,0,1562.506098,0.54,1308.956142,4,1977.475935,4,2648.502465,2,57.9246,37.84,820.362141,2163.453849,1106.909145,11.58,44.46,2473.250589,29.47,2279.492802,18.61,796.473237,0.84,891.329763,633.1758,11.58,691.909347,109.8,3.36,1041.104802,1.64,770.79666,122.021166,1761.896553,15.9792,214.7205,486.976107,455.866602,0,95.565603,0,180.075597,36.9519,2051.52954,145.31085,617.735898,0,1285.406796,1,552.620658,0,2061.356748,5.82,2,2317.762986,29.77,794.006448,0,1561.727112,70.77,1429.029843,0,821.590542,55.05,572.394918,13.99
"Rv1776c",6.09,4.66,17.27,17.89,0,1559.624508,2061.927108,2248.220214,2625.65901,2471.60952,1634.618988,3,858.867264,1031.354568,680.494698,639.6588,296.188092,292.2579,499.7961,213.50367,284.377464,377.52903,260.405298,24.0624,288.057006,305.973468,504.28,532.69,524.279592,13.59,0,419.13693,7.11,451.82169,5.74,158.4108,0,98.876412,0,541.594494,2,625.712634,2,822.673404,0,1169.021574,1.24,25.385832,28.64,451.059714,1311.410826,632.921328,8.84,38.08,1696.669902,12.92,1762.711164,14.23,358.670124,2.82,864.000576,203.367384,2.88,342.43803,52.62,3.85,682.379586,0,811.574622,48.355398,570.198672,12.0312,25.065,699.353604,190.213272,0,36.905706,0,21.826602,13.0338,873.384912,64.737882,324.8424,0,537.924978,1,564.283332,1,1176.781698,4.12,4.64,1281.743892,9.51,1121.568516,0,607.836276,36.38,461.005506,0,396.47817,43.09,427.15773,8.95
"Rv1777",9.76,12.45,33.18,49.11,4,3453.024288,4667.187366,5760.871832,5914.736734,5940.770841,2676.581569,17.46,446.341401,645.750242,899.306066,566.928001,376.887119,168.623262,422.602039,179.278078,313.489164,379.613816,174.832572,55.7938,530.383062,579.958553,279.72,307.46,631.936777,14.74,0,588.741577,16,515.957665,11.19,640.54882,1,249.488276,0,1449.657909,1,1618.848108,4,2348.073074,1,2753.406032,7.8,146.188755,30.82,425.058766,1179.849891,998.196077,14.76,76.5,4081.541445,64.91,4015.452789,8.18,278.906007,6.74,2217.08363,151.588155,7,291.432615,35.43,5,1147.300508,0,334.960778,125.887011,1327.62247,0,72.999888,1135.007874,263.6707,0,233.515051,8.558049,65.215753,71.992,2618.610011,133.194199,623.828678,0,1434.602582,6,1435.952432,1.2,2813.429362,11,9,2558.244719,46.51,1359.469931,0,398.241746,19.14,1171.804785,0,512.700027,56.68,489.887562,4
"Rv1778c",3.99,3.82,13.39,23.93,1,1510.451019,1427.151726,1895.734467,2369.385117,2421.512181,657.512757,7.12,1166.33286,1351.133091,1324.437345,918.392805,434.545155,407.686257,486.876159,183.025953,273.748662,367.275546,208.763181,80.597088,1626.390909,2177.100288,628.23,640.62,690.500052,8.14,4674.3048,815.851773,12.93,326.691486,6.54,1450.207143,0,1813.526253,2.18,453.837879,0,692.427285,4.32,746.104293,0.7,1343.261007,5.61,35.6895,30.47,388.352745,691.56054,1119.385872,9.78,44.34,1397.641608,19.99,1382.468472,32.09,699.116517,4,998.378073,397.081377,12.53,336.898683,63.41,2.64,477.036054,0,178.253757,59.65245,401.96574,0,48.9456,262.205658,19.496664,0,65.821635,4.955742,39.819285,13.2561,1048.486131,167.893605,235.703655,0,525.033333,2,700.177005,0.84,925.031052,1.82,3.88,899.844462,14.74,210.241746,0,1525.144896,89.7,998.367876,0,1136.221119,106.65,641.340315,14.47
"Rv1779c",11.54,12.24,55.26,72.99,2,5526.289272,8813.960253,8236.452084,9396.278283,9883.908069,4302.205845,15,5804.171394,6877.441053,2971.131828,4438.935837,1854.384798,1872.167661,1961.071497,979.094886,1733.132289,1972.053489,1288.298739,455.930811,7832.612382,7327.933263,1167.32,1255.19,2628.856251,50,1761.5199,3329.167821,54.78,1579.426317,22.43,4910.899518,3.86,4299.869028,4.8,2450.713251,3,3929.457336,10,3233.305929,2,3963.273069,10.57,223.925751,159.7,3333.338463,3563.541135,3442.204794,21.36,86.14,5175.295167,59.84,4980.742053,112,4065.317571,7.43,2698.415853,2882.573799,84.22,2420.890017,288.45,21,2358.215118,0.43,532.710444,191.964801,2189.356512,24.782835,164.5203,1649.017356,379.3398,1.0479,309.1305,30.3891,36.6765,161.041272,3943.195305,845.162787,996.699606,0,1991.21958,1,1499.461068,2,3905.030787,11.5,19.04,3000.45207,36.39,2152.742886,0,5606.013504,301.18,2888.651619,0,5103.042462,381.09,1848.327936,30
"Rv1780",9.42,8.96,31.72,29.28,1,1923.456612,3972.459216,2235.715482,4103.673222,3831.81579,1613.549916,7.51,2772.062964,3398.963964,3710.466408,2413.46523,1437.395916,944.206164,1909.084518,888.966342,1316.678616,1231.73094,1036.189638,103.972308,1611.094122,2199.614274,1483.64,1783.91,2047.054548,53.05,0,1450.721448,24.8,935.812944,20.22,2853.684438,5.84,2054.307948,0,648.101652,1,1026.30429,1,789.460056,1,1128.235284,4.45,254.718684,39.19,648.992784,1656.552216,1973.65014,14,36.89,1506.779868,21.93,1434.587814,34.96,1035.194886,3,1046.644896,816.5256,13.51,734.45856,124.23,7,628.341318,1,411.651174,37.417182,484.610016,0,0,509.24049,126.4164,0,15.429018,18.6516,149.875968,40.681212,1432.380708,366.731904,828.96,0,559.268226,4.32,498.080616,0,1562.496342,2.47,5,1256.796618,12.43,672.54561,0,3266.713758,207.54,1913.91321,0,2343.15906,210.82,1703.087958,42.92
"Rv1781c",21.31,20.5,55.42,101.85,2.62,7043.701698,9109.341285,10620.478374,11079.49755,12755.508051,4823.805063,22.62,4331.828259,5267.485938,4223.586114,3824.683698,2038.970769,1385.797908,2851.335795,1365.503172,3257.592921,3845.809836,2842.883208,142.329627,1935.599787,1858.972236,1481.84,1627.36,3921.158307,72.04,2033.7372,1226.285973,22.14,2812.004085,42.12,1839.551538,3.11,1192.731441,3,2782.894356,1,3346.488981,3.53,4360.095927,6.18,4892.043981,14.42,319.567479,95.88,2038.21398,3006.029862,2531.789634,17.46,105.74,6363.785406,53.39,5689.891449,47.92,1631.072157,4,2939.517702,1173.225471,38.05,1211.39535,155.72,9.04,2406.684951,1,1121.699865,200.964786,2866.652778,35.1747,118.3149,1780.777812,109.7877,0,170.544,39.4383,140.6988,141.7647,4324.88925,450.865041,916.642023,0,2536.543548,5.53,1433.806044,2,4408.754262,5.54,22.95,3748.653051,44.49,1617.577863,0,3169.77342,187.8,3450.893886,0,1985.98488,131.31,2021.26617,40.92
